工单ID,质检结果,质检备注,问题分类,对话内容
115711099118944256,合格,,游戏问题-客户端问题-显示异常,"2024-08-21 16:42:19 [玩家] ***:
    
    문제 피드백: 축복을 강화하고 넘어갈때마다 축복이 깨져보이는 현상이 발생하고 있습니다. 리소스 검사나 재설치, 호환모드에서 일반모드로 바꾸기는 이미 해봤는데도 해결이 안되어서 문의드립니다. 발생하게 된 원인은 차분화 우주를 하는 동안 다른 앱으로 왔다 갔다 하는 바람에 버퍼링이 자주 발생한 것 때문에 그런 거 같습니다. 제 기억상으로는 축복을 얻었을때 다른 앱으로 왔다 갔다한 것 때문에 게임에서 버퍼링이 발생했을때부터 이런 버그가 생긴거같습니다.
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/d874bf46ab744b2b8741aaca38ae8dfd_******.jpg"" style=""max-height: 150px;"" ></img>
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: 

2024-08-21 16:50:32 [玩家] ***:
    제가 사용하고 있는 기기는 Android S21+입니다.

2024-08-21 17:14:43 [客服] ***:
    안녕하세요 개척자님 
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님께서 보내주신 소중한 문의 내용은 잘 살펴보았습니다
    개척자님의 소중한 문의 내용은 관련 부서에 전달하여 정확한 문제 파악 및 해결을 위해 최선을 다하겠습니다
    <붕괴: 스타레일> 에 대한 관심과 사랑에 감사드리오며 
    기타 문의 사항 발생 시 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115711027714981888,合格,,充值问题-恶意退款-其他,"2024-08-21 16:24:35 [玩家] ***:
    
    문제 피드백: 유료 결제 후 취소나 환불을 한 적이 없고 오히려 안 들어와서 혜택 자체를 안 받고 버린 게 많은데 이렇게 뜨네요. 꽤 오랜만에 들어왔는데 이렇게 떠서 제 업적으로 인해 쌓여가는 성옥이 전부 사라지고 있습니다. 돌려주세요.
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/792c2188d6af8fe72d3d7a3a******d18_******.jpeg"" style=""max-height: 150px;"" ></img>
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: ***@***.***

2024-08-21 16:35:39 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    문의 주신 내용의 경우 결제 플랫폼을 통해 신청한 환불이 완료된 경우에 해당하는 점 안내드립니다
    번거로우시더라도 결제 플랫폼을 통해 환불을 신청한 내역이 있는지 다시 한번 확인 부탁드리오며
    해당 문제에 대하여 불편을 겪으실 경우 아래의 정보를 기재하여 문의 주신다면 살펴볼 수 있도록 노력하겠습니다
    1) UID :
    2) 결제 마켓 (Google play/App store/Xsolla/Worldpay/Codashop 등）:
    3) 인 게임 결제를 통해 획득한 보상이 나타난 스크린샷 :
    4) 환불을 진행한 결제 영수증 정보 (직접 기재)
    결제 번호/주문 번호 :
    구매 일자 :
    상품명 :
    5) 결제 마켓 영수증 스크린샷: (결제 번호 / 구매 일자 / 상품명 포함)
    6) 환불 관련 인 게임 우편 스크린샷 :
    개척자님께 즉각적인 도움을 드리지 못한 점 사과드리오며
    기타 문의 사항 있으시면 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115710832226336768,合格,"You used Genshin Impact reference while handling an HSR ticket: ""Pease understand that Warp are completely randomized, meaning each Traveler results may vary.""",游戏问题-系统-跃迁,"2024-08-21 15:36:02 [玩家] ***:
    
    Issue Description: Why i lose 50/50 4 times in a row at hard pity. How can this possible?? if this how this system try to make me top up or grab money I'm afraid this is the last time I'll support this game.
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
    Contact Email: 

2024-08-21 15:42:49 [客服] ***:
    Greeting Trailblazer,
    Thank you for contacting us! We apologize for any frustration caused by this issue and we resonate with your feeling! (っ˘̩╭╮˘̩)っ        
    We truly understand the sadness you feel for not getting the character you wanted. Please do not get discourage as you will be able to try again and you might get your desired character in the near future.
    Please understand that Warp are completely randomized, meaning each Traveler results may vary. We sympathize with your situation and wish you the best of luck with your endeavors when wishing for the characters you are aiming for. (｡•́︿•̀｡) Your understanding in this matter is greatly appreciated.
    Please do not worry as we will take your feedback and inform our team for future improvement.
    Thank you for your support and if there any issue please feel free to contact us again. 
    Warm regards
    Honkai: Star Rail CS Team

"
115710796323160064,合格,"聯繫 -> 聯絡
反饋 -> 回饋",游戏问题-系统-跃迁,"2024-08-21 15:27:07 [玩家] ***:
    
    問題描述: 從原神歪道鐵道，原神連8歪，鐵道連4歪，抽13次只有一次不歪，我不會再支持米哈有
遊了，也會勸退想入坑的朋友。
    圖片上傳(最多上傳5張圖片，10MB以下): 
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
    聯絡方式: 

2024-08-21 15:41:53 [客服] ***:
    親愛的開拓者，
    感謝您與我們聯繫~！
    首先感謝您的聯繫，很抱歉此問題影響了您的遊戲體驗，您提到的反饋我們都仔細閱讀了並確保會將它轉交到我們的相關部門討論。
    我們一直都非常重視玩家們的遊戲體驗，也會持續努力的改善我們遊戲，另外有別的關於遊戲的建議以及問題，您可以直接點擊回饋頁面的【意見信箱】回饋您的寶貴意見哦~
    非常感謝您的耐心與體諒！
    《崩壞：星穹鐵道》客服團隊

"
115710767734718464,合格,"It's okay to ask for video, but the player already explained his inquiry. For these cases, you can suggest to logout the game and google accounts > clear cache > login again with the Google account to be used in purchases",充值问题-其他-其他,"2024-08-21 15:20:01 [玩家] ***:
    
    問題描述: 如果充值时google账号不对如何更改
    圖片上傳(最多上傳5張圖片，10MB以下): 
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
    聯絡方式: 

2024-08-21 15:33:53 [客服] ***:
    亲爱的开拓者，
    感谢您的来信。
    关于您的询问，还请您提供我们以下资料以便我们能更进一步了解您的问题并协助您。
    1. 详细描述您所遇到的问题。
    2. 截图或视频显示您所遇到的问题。
    对于给您造成不便，还请您见谅。我们静待您的回复。
    《崩坏：星穹铁道》客服团队

"
115710755453861888,合格,,充值问题-退款申请-KR:七天无理由/未成年,"2024-08-21 15:16:58 [玩家] ***:
    
    문제 피드백: 통장에 돈이 없는 줄 모르고 결제했는데 알고보니 돈이 없었어요.ㅜ 환불 부탁드려도 될까요?
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/decff9fc928ece******ec******b2eda_******.jpeg"" style=""max-height: 150px;"" ></img>
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: ***@***.***

2024-08-21 15:29:38 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님의 소중한 문의 내용은 잘 살펴보았습니다
    번거로우시더라도 먼저 개척자님의 환불 희망 아이템이 아래 명시된
    [환불 불가] 사항에 해당하는지 확인 부탁드립니다
    ■ 환불 불가 경우
    1) 월정액 / 무명의 공훈 상품
    2) 이미 사용한 상품
    3) 구매 후 7일 지난 상품
    4) 특수 이벤트 패키지 / 코스튬
    위 네가지 사항에 해당이 없으며 환불 진행을 희망하실 경우
    아래 내용을 모두 기재하여 다시 한번 전달 부탁드립니다
    *초회 보너스가 포함된 상품의 환불을 진행할 경우 초회 보너스 혜택은 다시 적용될 수 없습니다
    *환불 금액의 재입금은 은행/카드사에 따라 최대 14일 정도 소요될 수 있습니다
    1) UID :
    2) 결제 마켓 (Google play/App store/Xsolla/Worldpay/Codashop 등）:
    3) 인 게임 [오래된 꿈] 수량이 나타난 스크린 샷 :
    4) 결제 영수증 (직접 기재)
    결제 번호/주문 번호 :
    구매 일자 :
    상품명 :
    5) 결제 마켓 영수증 스크린 샷: (결제 번호/구매 일자/상품명 포함)
    *환불 신청이 접수된 후 아이템의 사용 기록이 확인될 경우 환불로 도움을 드릴 수 없습니다 
    개척자님의 문의에 즉각적인 도움을 드리지 못한 점 사과드리오며
    소중한 답변을 기다리겠습니다
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115710709886877696,合格,,充值问题-退款申请-一般退款申请,"2024-08-21 15:05:39 [玩家] ***:
    
    Descripción del problema: Please, this is a transaction that was done by mistake, the top-up page didn't show the window to accept the transaction, I never accepted the transaction, it was a glitch in the page because it wasn't like that previous times

I need my money back, I need i to my daily living, I dont have any money to replace it
    Subir imagen (Máx. 5 imágenes, 10 MB o menos): 
    Subir video (Máx. 10 videos, cada uno de menos de 200 MB. Formatos compatibles: mp4, .webm, .ogg, .mov): 
    Correo electrónico: 

2024-08-21 16:46:33 [客服] ***:
    Dear Trailblazer,
    Regarding your current issue, we would like to kindly inform that our team has replied to you on your previous ticket (******) related to the same matter.
    We would suggest Trailblazer to find the previous ticket and continue the conversation in the previous ticket to avoid any possible miscommunication and confusion from happening.
    We hope for your understanding in this matter.
    (Please note that this ticket will expire automatically after 3 days with no answer, but don't worry, you can always start a new ticket if that happens)
    Honkai: Star Rail CS Team

"
115710656803831808,合格,"We have no clear information that this is a bug right now, and it's a common achievement which players have difficulty getting, not because of a bug, but because they misunderstand how the achievement is obtained. Please don't say ""we will submit your video recording to the relevant department for bug fixing"" as it implies that this is a bug.

Instead, you can say that you will forward the video recording to the relevant department for ""verification"".",游戏问题-系统-成就,"2024-08-21 14:52:28 [玩家] ***:
    
    Issue Description: Hello,
I'm linking you a video with EVIDENCE that your game is bugged and doesn't give me the Hanya achievement.
Yes, I tried countless times.
Yes, I checked guides online.

Please reply kindly to my request, unlike the other day when you told me ""yes, we see the bug"" and then closed my ticket with NO solution.
I'm very disappointed and I want a solution OR a compensation for the gems I'm not getting due to YOUR bugs.

Thank you.

https://drive.google.com/file/d/1T2GqeJhIYSSjxtb_YcfSC6dL_Wqt7O3h/view?usp=sharing
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
    Contact Email: 

2024-08-21 15:20:15 [客服] ***:
    Dear Trailblazer,
    Thanks for reaching out to us~
    We sincerely apologize for the inconvenience caused (*_ _)人. Please be advised to perform these attempts first:
    1. Restart the game client.
    2. Verify the file integrity
    Let us know if that solves the issue. If not, kindly reach back to us and we will submit your video recording to the relevant department for bug fixing. 
    Thank you for your support and understanding. But if you have any other inquiries, please do not hesitate to contact us. (｡•̀ᴗ-)✧
    Kind regards,
    Honkai: Star Rail CS Team

"
115710656736722944,合格,,游戏问题-战斗及角色/怪物表现-战斗内,"2024-08-21 14:52:27 [玩家] ***:
    
    Issue Description: Hello is there any settings so I can change the ultimate key from 'space' to anything else?
I'm a left handed and I use mouse with my left hand and I use keys around keypad on keyboards for skills, interacting, etc. For example I'm using numpad 1,2,3 for changing characters. So I want to change the ultimate key, it seems like locked? can you help me?
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
    Contact Email: 

2024-08-21 15:50:33 [客服] ***:
    Dear Trailblazer,
    Thanks for reaching out to us~
    Unfortunately, currently you are unable to modify the Ultimate binding key to another key. We will treat this as a feedback and will forward your concerns to the relevant department for future adjustments.
    While we can't promise immediate changes, please know that we heard your concerns, and every feedback we received from you is taken to heart and recorded. (っ´ω`)ﾉ(╥ω╥)
    We sincerely apologize for the inconvenience. If you have any other inquiries, please do not hesitate to come back to us. We're here to assist you~ (￣▽￣)ノ
    Kind Regards,
    Honkai: Star Rail CS Team

"
115710636604063744,合格,,游戏问题-系统-其他,"2024-08-21 14:47:27 [玩家] ***:
    
    問題描述: 鼠標一直出現的在中間
    圖片上傳(最多上傳5張圖片，10MB以下): 
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
        <video src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/0e243fdeb936e174c7f3d20f3cc02c0e_******.mp4"" controls></video>
    聯絡方式: ***@***.***

2024-08-21 16:08:14 [客服] ***:
    親愛的開拓者, 
    感謝您聯絡我們~
    我們建議您:
    1. 回到登入畫面的列車躍遷畫面處
    2. 點擊右方下載選項修復遊戲完整性
    3. 修復後再次重啟(無論有沒有檔案缺失，都請在驗證完後重啟)
    若問題無法解決，建議您聯絡我們
    如果您有其他疑問，歡迎向我們聯絡，謝謝！
    《崩壞：星穹鐵道》客服團隊

"
115710621840048128,合格,2024-08-22 09:50:16,游戏问题-系统-其他,"2024-08-21 14:43:47 [玩家] ***:
    
    問題詳細: パムに話しかけられない状況がずっと続きレベルボーナスが受け取れません
    画像アップロード（最大アップロード数は5枚、10MB以下）: 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/6f91d0bf******b72c0a2322ac18a_******.png"" style=""max-height: 150px;"" ></img>
    動画アップロード （最大アップロード数は10本、各動画のサイズは200MB以下、.mp4、 .webm、 .ogg、.movのみサポート）: 
    Email: 

2024-08-21 17:03:12 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせいただいた件につきまして、ご不便をお掛けしておりますことお詫び申し上げます。
    お手数ではございますが、以下の操作で改善されるかお試しいただけますでしょうか。
    ・ゲーム内のスマホ画面で右下のアイコンからログアウトした後、ゲームを終了して再起動する
    ・ログイン後も改善されない場合、離れた「界域アンカー」へ移動後、再び該当エリアを訪れる
    上記をお試しいただくも改善されない場合、
    確認をいたしますため、下記項目をお書き添えの上、再度ご連絡いただけますでしょうか。
    ・問題の発生日時
    　※可能な限り詳細な時間をご記載ください
    ・ご申告の状況が分かる動画の添付
    大変お手数とは存じますが、何卒よろしくお願いいたします。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

2024-08-22 01:39:38 [玩家] ***:
    ログアウトを行ったらパムが移動して話しかけられるようになりました！
    迅速な対応ありがとうございました！

2024-08-22 09:50:16 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせいただいた件につきまして、ご解決済みの旨ご連絡いただきありがとうございます。
    またご不明な点がございましたら、お気軽にお問い合わせください。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

"
115710614391029760,合格,good job~,特殊问题-建议类反馈-建议类反馈,"2024-08-21 14:41:56 [玩家] ***:
    
    문제 피드백: 이벤트 워프로 캐릭터 픽뚫나서 몇스택이 나왔는지 볼려고 하는대 과거기록이라고 이거보고 세워보고 하는데 햇갈리고 보기 어렵습니다. 숫자로 표기 같은거 있으면 좋게네요…-.-
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/3c9ee27a87b******afd2a333aeea_******.png"" style=""max-height: 150px;"" ></img>
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: ***@***.***

2024-08-21 15:32:51 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님께서 보내주신 소중한 피드백은 관련 부서에 전달하였으며 개척자님께 더 큰 만족과 향상된 게임 콘텐츠를 제공해 드릴 수 있도록 최선을 다하겠습니다
    <붕괴: 스타레일> 에 대한 지속적인 관심과 사랑 부탁드리며
    기타 문의 사항 있으시면 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115710590298947587,合格,,游戏问题-系统-养成功能,"2024-08-21 14:35:58 [玩家] ***:
    
    Issue Description: Jiaoqiu speed in game is slower than his speed when outside of the game even when there's messenger buff from teammate
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/9c6b0e59cc385b69d374d363a827a120_******.png"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/326f2ef925cbab7d146ab52b50b143d1_******.png"" style=""max-height: 150px;"" ></img>
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
    Contact Email: 

2024-08-21 14:41:31 [客服] ***:
    Greetings Trailblazer,
    Thank you for bringing this to our attention! ^^ A report is something that helps us improves and we are grateful to hearing one from you Trailblazer. <3
    First and foremost, please accept our sincere apologies for the confusion and inconvenience you have experienced towards Jiaoqiu's speed but please take note of your in-combat buffs as well. On the other hand, what we can do is forward this feedback to our appropriate team for them to check although we cannot promise anything but rest assured that it will be taken to heart.
    Lastly, we would like to extend our gratitude for your feedback and continued support towards the game. (´｡• ᵕ •｡`) ♡
    'Till next time and may this journey lead us starward!(＾▽＾)
    Kind Regards,
    Honkai: Star Rail CS Team

"
115710573655883776,合格,,充值问题-其他-其他,"2024-08-21 14:31:49 [玩家] ***:
    
    問題詳細: Apple Pay経由でPayPay課金をしましたが、チャージを忘れており残高不足で支払いが完了出来ませんでした。
ですが、******円分の往日の夢華がアカウントに入っているのでこちらを取り消しして頂きたいです。この分は一切使用していないです。
ご対応よろしくお願いいたします。
    画像アップロード（最大アップロード数は5枚、10MB以下）: 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/2e01e086c******d******c56da8c2f_******.jpeg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/4bd07f47e4d7343e9c37ff4386bae205_******.png"" style=""max-height: 150px;"" ></img>
    動画アップロード （最大アップロード数は10本、各動画のサイズは200MB以下、.mp4、 .webm、 .ogg、.movのみサポート）: 
    Email: ***@***.***

2024-08-21 14:40:59 [玩家] ***:
    ※【追記】
    PayPayに******円チャージした所、残高引かれて無事に支払い完了しました！！
    なのでこの問題は無視して結構です！
    お騒がせしてすみませんでした。
    <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/ca00b831e98de9957deeadd6f******_******.png"" style=""max-height: 150px;"" ></img> 

2024-08-21 17:18:12 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせいただいた件につきまして、ご解決済みの旨ご連絡いただきありがとうございます。
    またご不明な点がございましたら、お気軽にお問い合わせください。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

"
115710443531862016,合格,,游戏问题-系统-跃迁,"2024-08-21 13:59:30 [玩家] ***:
    
    問題詳細: 先程、ガチャについて問い合わせしたものです。
完全にこちらの間違えでした。

ジェイドとヴェルトを見間違えしてました。

大変失礼しました。
    画像アップロード（最大アップロード数は5枚、10MB以下）: 
    動画アップロード （最大アップロード数は10本、各動画のサイズは200MB以下、.mp4、 .webm、 .ogg、.movのみサポート）: 
    Email: 

2024-08-21 16:39:29 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせいただいた件につきまして、ご解決済みの旨ご連絡いただきありがとうございます。
    またご不明な点がございましたら、お気軽にお問い合わせください。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

"
115710394005520384,合格,,游戏问题-系统-跃迁,"2024-08-21 13:47:12 [玩家] ***:
    
    Issue Description: I was pulling on jiaoqiu lightcone banner but it auto changed to sparkle lightcone banner right after one of the pulls.
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
        <video src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/416d3191b50eb******f******be6_******.mp4"" controls></video>
    Contact Email: ***@***.***

2024-08-21 14:23:30 [客服] ***:
    Greetings Trailblazer,
    Thank you for reaching out to us and thank you for the video, we are here to assist you~ ヾ(•ω•`)o
    Could you kindly elaborate on the issue you are encountering? It would greatly help us with assisting you!
    If you have any further questions or encounter any other issues, please feel free to reach out to us. (´｡• ω •｡`) ♡
    Honkai: Star Rail CS Team

"
115710353270374400,合格,,游戏问题-系统-养成功能,"2024-08-21 13:37:05 [玩家] ***:
    
    Issue Description: Why is the new March 7th Light one a harmony LC??? Is that a bug?
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/bca77b35b4d517b0b8cc******b001a0_******.jpg"" style=""max-height: 150px;"" ></img>
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
    Contact Email: ***@***.***

2024-08-21 13:49:20 [客服] ***:
    Greetings Trailblazer,
    Thank you for bringing this to our attention! ^^ A report is something that helps us improves and we are grateful to hearing one from you Trailblazer. <3
    First and foremost, please accept our sincere apologies for the confusion and inconvenience you have experienced towards the new light cone. On the other hand, what we can do is forward this feedback to our appropriate team for them to check although we cannot promise anything but rest assured that it will be taken to heart.
    Lastly, we would like to extend our gratitude for your feedback and continued support towards the game. (´｡• ᵕ •｡`) ♡
    'Till next time and may this journey lead us starward!(＾▽＾)
    Kind Regards,
    Honkai: Star Rail CS Team

"
115710332198191104,合格,,充值问题-充值失败-PC充值失败,"2024-08-21 13:31:51 [玩家] ***:
    
    問題描述: 您好用銀行轉帳儲值數次後
為何會出現 """"系統發生錯誤,請您再次確認或重新操作,若有疑問請洽客服""""
導致無法再儲值?
    圖片上傳(最多上傳5張圖片，10MB以下): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/b0128bf76bf177fb70bf6efaa2c1b162_******.jpg"" style=""max-height: 150px;"" ></img>
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
    聯絡方式: ***@***.***

2024-08-21 15:04:56 [客服] ***:
    親愛的開拓者，
    感謝您聯絡我們~！
    關於您的詢問，請開拓者聯繫付款方客服或銀行客服詢問更多詳情。
    若您還有其他的疑問或需要我們協助，歡迎聯絡我們，我們永遠在此為您提供服務~
    感謝您的體諒與支持。
    《崩壞：星穹鐵道》客服團隊

"
115710303475597312,合格,good job~,游戏问题-系统-跃迁,"2024-08-21 13:24:43 [玩家] ***:
    
    Issue Description: Hi HSR team

I already have Sparkle S2. then wrong choosing and got Sparkle S3.
But actually I need to get Jiaoqui. T.T
I know that this is my fault and first time of this fault. but it really make me less passion on this game. If HSR team can help me solve this it would be lot of appriciate.

Best Regards,
Supalerk
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
    Contact Email: 

2024-08-21 13:48:30 [客服] ***:
    Greetings Trailblazer,
    Thank you for bringing this to our attention! A report is something that helps us improves and we are grateful to hearing one from you. <3
    First and foremost, please accept our sincere apologies for the inconvenience you have experienced but please note that all actions done in the account is final and you won't be able to undo/revert/modify it so please be more careful next time. On the other hand, what we can do is forward this feedback to our appropriate team for them to check although we cannot promise anything but rest assured that it will be taken to heart.
    Lastly, we would like to extend our gratitude for your feedback and continued support towards the game. (´｡• ᵕ •｡`) ♡
    Have a safe and wonderful journey ahead~
    Kind Regards,
    Honkai: Star Rail CS Team

2024-08-21 14:20:39 [玩家] ***:
    Ok, Good luck.

2024-08-21 16:19:59 [客服] ***:
    Greetings Trailblazer,
    It also breaks our heart knowing of this situation and not being able to do anything about it (>.<) But please be careful next time and rest assured that we will take note of this similar issues.
    As all reports and suggestions are taken to heart by our whole team, and as we encourage everyone to contact or reach us again, if you encounter any issues or problems along your journey, please do not hesitate in letting us know as we will be with you to provide our best. 
    Keep safe and have a wonderful day. May this journey lead us Starward~ 
    Kind regards,
    Honkai: Star Rail CS Team

"
115710290590695424,合格,,游戏问题-系统-跃迁,"2024-08-21 13:21:31 [玩家] ***:
    
    問題描述: 我的抽卡記錄過了1小時還是沒出現
    圖片上傳(最多上傳5張圖片，10MB以下): 
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
    聯絡方式: 

2024-08-21 14:40:20 [客服] ***:
    親愛的開拓者,
    感謝您與我們聯絡，
    對於您的提問，您的躍遷記錄將會在1 到 2 小時後才會更新在歷史頁面裡。請開拓者您耐心等待~
    感謝您的支持與體諒。但如果您有任何其他疑問，請隨時與我們聯絡。 
    《崩壞：星穹鐵道》客服團隊

"
115710277907120128,合格,The correct issue type should be Character Leveling,游戏问题-系统-其他,"2024-08-21 13:18:22 [玩家] ***:
    
    问题详情描述: 在自己的角色界面看不到椒丘的資訊（圖片是景元跟椒丘畫面對比）
    图片上传(最多上传5张图片,10MB以下): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/67acf15c14d******b1c5cb******fd_******.png"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/08/21/0/ae07ba026a54cea******eeecb87_******.png"" style=""max-height: 150px;"" ></img>
    视频上传 (最多上传10个视频，每个视频容量不超过200MB，且仅支持mp4, .webm, .ogg, .mov): 
    联系邮箱: 

2024-08-21 18:55:49 [客服] ***:
    開拓者，您好，
    感謝您與我們聯絡！
    關於您的詢問，請嘗試以下步驟，因可能有助於解決您所遇到的問題。
    1. 重新啟動遊戲
    2. 通過手機菜單重新登入您的帳號
    3. 驗證檔案的完整性
    若您還有其他的問題需要協助，您可以隨時聯絡我們。
    感謝開拓者的支援與理解。
    《崩壞：星穹鐵道》客服團隊

"
