工单ID,质检结果,质检备注,问题分类,对话内容
115831875008856064,合格,,充值问题-退款申请-一般退款申请,"2024-09-11 12:37:20 [玩家] ***:
    
    문제 피드백: 열차보급증을 잘못 이해했습니다. 
1계정당 평생 누적 사용이 최대 180일까지만 사용 가능하지만, 179일에 연장하면 209일이 되어서 최대 누적사용일 210일을 사용하게 되는 줄 알았습니다.
 그래서 계정당 평생 최대 180일인줄알았던 보급증을 210일까지 사용할수있다고 생각해서 계속 중복 결제를 했습니다. 
하지만 알고보니 열차보급증은 계정당 제한 없이 결제만 하면 30일씩 계속 늘어나 무제한으로 사용가능하다는걸 알았습니다. 누적사용과 상관없이 결제만 하면 누적사용(여태까지 1계정당 사용한 누적 일수가 180일이 넘더라도 계속 결제 가능)이 되는걸 알게되었어요. 
그래서 혹시 저가 열차 보급증을 7개 구매했는데 나중에 구매한 열차보급증 6개 환불가능할까요? 게임 재화는 사용하지 않았고 , 오래된 꿈 300x5=1500개를 회수해가시고 열차보급증 남은 기간(현재209일)에서 180일을 줄여버릴수 있나요? 다음부터는 30일 다 사용후 결제 할 생각입니다.
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: 

2024-09-11 16:21:55 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    정말 안타깝지만 환불 불가 조건에 해당되어 개척자님께 도움을 드리기 어려운 점 양해 부탁드리겠습니다
    아래와 같이 환불 불가 경우 안내하여 드리니 참조 부탁드립니다
    ■ 환불 불가 조건
    1）월정액 / 무명공훈 상품
    2）이미 사용한 상품
    3）구매 후 7일 초과한 상품
    4）특수 이벤트 패키지
    개척자님께 원하시는 도움을 드리지 못한 점 사과드리오며
    기타 문의 사항 혹은 건의 사항이 있으신 경우 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115831803537915904,合格,,充值问题-退款申请-KR:七天无理由/未成年,"2024-09-11 12:19:35 [玩家] ***:
    
    문제 피드백: 9윌 11일 1시 6분 경에 ******원짜리 패키지를 질렀는데 환불 원합니다
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/eee55b9fb4046c919b350a5ea8d5710b_******.jpg"" style=""max-height: 150px;"" ></img>
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: ***@***.***

2024-09-11 15:46:08 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님의 소중한 문의 내용은 잘 살펴보았습니다
    번거로우시더라도 먼저 개척자님의 환불 희망 아이템이 아래 명시된
    [환불 불가] 사항에 해당하는지 확인 부탁드립니다
    ■ 환불 불가 경우
    1) 월정액 / 무명의 공훈 상품
    2) 이미 사용한 상품
    3) 구매 후 7일 지난 상품
    4) 특수 이벤트 패키지 / 코스튬
    위 네가지 사항에 해당이 없으며 환불 진행을 희망하실 경우
    아래 내용을 모두 기재하여 다시 한번 전달 부탁드립니다
    *초회 보너스가 포함된 상품의 환불을 진행할 경우, 초회 보너스 혜택은 다시 적용될 수 없습니다
    *환불 금액의 재입금은 은행/카드사에 따라 최대 14일 정도 소요될 수 있습니다
    1) 결제 마켓 (Google play/App store/Xsolla/Worldpay/Codashop 등）:
    2) 인 게임 [오래된 꿈] 수량이 나타난 스크린 샷 :
    3) 결제 영수증 (직접 기재)
    결제 번호/주문 번호 :
    구매 일자 :
    상품명 :
    *환불 신청이 접수된 후 아이템의 사용 기록이 확인될 경우 환불로 도움을 드릴 수 없습니다
    개척자님의 문의에 바로 도움을 드리지 못한 점 사과드리오며
    소중한 답변을 기다리겠습니다
    감사합니다
    붕괴: 스타레일 고객센터 드림

2024-09-12 07:17:21 [玩家] ***:
    1) 결제 마켓 (Google play/App store/Xsolla/Worldpay/Codashop 등）:
    2) 인 게임 [오래된 꿈] 수량이 나타난 스크린 샷 :
    3) 결제 영수증 (직접 기재)
    결제 번호/주문 번호 :
    구매 일자 :
    상품명 :

2024-09-12 07:21:21 [玩家] ***:
    1) 결제 마켓 (Google play/App store/Xsolla/Worldpay/Codashop 등）: galaxy store
    2) 인 게임 [오래된 꿈] 수량이 나타난 스크린 샷 :
    3) 결제 영수증 (직접 기재)
    결제 번호/주문 번호 : P******KR******
    구매 일자 : 9월 11일
    상품명 :Oneiric shard × 6480
    <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/12/0/18f2e7265f8cd75bd3599e3400dad35e_******.jpg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/12/0/eee55b9fb4046c919b350a5ea8d5710b_******.jpg"" style=""max-height: 150px;"" ></img> 

2024-09-12 14:25:07 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님의 소중한 문의 내용은 잘 살펴보았습니다
    안타깝지만 환불 불가에 해당하여 환불 진행 어려운 점 안내해 드립니다
    아래와 같이 환불 불가 경우 안내하여 드리니 참조 부탁드립니다
    ■ 환불 불가 경우
    1) 월정액 / 무명의 공훈 상품
    2) 이미 사용한 상품
    3) 구매 후 7일 지난 상품
    4) 특수 이벤트 패키지 / 코스튬
    개척자님의 문의에 도움을 드리지 못한 점 사과드리오며
    추가로 다른 문의 사항 있으시면 언제든지 연락 바랍니다
    감사합니다
    붕괴: 스타레일 고객센터 드림

2024-09-12 22:33:47 [玩家] ***:
    결제 후 8000개 사용 안하고 결제한지 2일밖에 안되고 환불의 모든 조건을 만족하는데 왜 환불이 불가능한지 궁금합니다

2024-09-14 09:26:26 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님의 소중한 문의 내용은 잘 살펴보았습니다
    안타깝지만 구매하신 [오래된 꿈]을 사용하여 환불 불가에 해당하여 환불 진행 어려운 점 안내해 드립니다
    환불 시 반드시 결제하신 오래된 꿈을 사용하시면 안되는 점 다시 한번 안내드립니다
    환불 시 필요한 [오래된 꿈]
    ■8080  ≦  남은 수량
    개척자님의 문의에 도움을 드리지 못한 점 사과드리오며
    추가로 다른 문의 사항 있으시면 언제든지 연락 바랍니다
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115831783338147840,合格,,游戏问题-迷宫关卡-物件表现,"2024-09-11 12:14:35 [玩家] ***:
    
    問題詳細: 競砲艦内の謎の煙についてです。

・問題の発生日時：昨日の日本時間18時頃から確認。現在も存在。

・問題発生時：昨日の日本時間18時頃、機巧鳥の操作中に発見。アチーブメント等もなく機巧鳥を操作しなくとも存在が確認されたのでバグと判断し報告しました。

・使ってる機種：iPhone12（iOS17.6.1）
    画像アップロード（最大アップロード数は5枚、10MB以下）: 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/aef5d3388a******cb******cfac985_******.jpeg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/05c5b******ddf89dd4fb76ce16f30_******.png"" style=""max-height: 150px;"" ></img>
    動画アップロード （最大アップロード数は10本、各動画のサイズは200MB以下、.mp4、 .webm、 .ogg、.movのみサポート）: 
    Email: 

2024-09-11 15:29:45 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせの件に関しまして、ご不便をお掛けし申し訳ございません。
    こちらの現象が発生した場合は、下記の点をお試しいただけますでしょうか。
    ・「崩壊：スターレイル」を終了した後再起動する
    ・リソース検証を行う
    　1．ゲーム内のスマホ画面で右下のアイコンからログアウトする
    　2．「崩壊：スターレイル」のログイン画面まで戻った状態で「リソース検証」を行う
    　　※「ゲーム開始」タップ後、画面右上にございます「更新」と記載のあるアイコンを押していただくと行えます
    ・ご利用端末の再起動、及び更新を行っていただく
    ・「崩壊：スターレイル」を削除した後、再インストールする
    開拓者様のお手を煩わせてしまい申し訳ございませんが、
    上記ご確認いただけますようお願いいたします。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

2024-09-12 11:54:42 [玩家] ***:
    競砲艦内の謎の煙についてです。※再起動/再インストール済み
    ・問題の発生日時：昨日の日本時間18時頃から確認。現在も存在。
    ・問題発生時：昨日の日本時間18時頃、機巧鳥の操作中に発見。アチーブメント等もなく機巧鳥を操作しなくとも存在が確認されたのでバグと判断し報告しました。
    ・使ってる機種：iPhone12（iOS17.6.1）

2024-09-12 15:38:39 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせの件に関しまして、ご報告いただき誠にありがとうございます。
    ご申告事象の確認の結果、再現性を確認し、問題がございました際には修正を進めてまいりたく存じます。
    なお、仕様によるものの場合、現状のままとなりますことご了承いただきますようお願いいたします。
    また攻略情報に繋がることがございますため、仕様面についてはご質問にお答えいたしかねてしまうケースもございますこと、
    何卒ご了承いただけますと幸いです。
    この度は、ご連絡をいただきましたこと心よりお礼申し上げます。
    開拓者様がより楽しめるゲームとなるよう努めてまいる所存です。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

"
115831670595256320,合格,,游戏问题-迷宫关卡-地图场景,"2024-09-11 11:46:34 [玩家] ***:
    
    問題描述: 與競鋒艦引擎對話進入救援對話，並在引擎場景變換之後跳過對話，會無法還原至正常場景。
    圖片上傳(最多上傳5張圖片，10MB以下): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/fb******abaef******dcbee93a7b25b37_******.jpeg"" style=""max-height: 150px;"" ></img>
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
        <video src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/7eacf2f0d******df65c946fdd013ea4f_******.MP4"" controls></video>
    聯絡方式: ***@***.***

2024-09-11 12:02:11 [客服] ***:
    親愛的開拓者，您好 
    感謝您聯絡我們 ／(^ × ^)＼
    建議您先嘗試以下操作以解決問題：
    1. 傳送至其他地區，再傳送回來
    2. 透過選單退出遊戲
    3. 重啟設備，重登遊戲
    若是已嘗試以上方法，問題依然存在，還請您再次聯絡我們。
    感謝您的理解與配合。
    《崩壞：星穹鐵道》客服團隊

2024-09-11 12:18:43 [玩家] ***:
    傳送至其他地區之後就恢復正常了。

2024-09-11 14:36:09 [客服] ***:
    親愛的開拓者，
    感謝您的回覆。
    很高興您的問題已解決。
    若是之後還有什麼其他問題，請您隨時聯絡我們哦~
    感謝您對《崩壞：星穹鐵道》，也祝您有個愉快的開拓之旅~／(^ × ^)＼
    《崩壞：星穹鐵道》客服團隊

"
115831659186749440,合格,,活动问题-网页活动-网页活动,"2024-09-11 11:43:44 [玩家] ***:
    
    문제 피드백: 9/10 14시경 트위치 drops를 받았는데 아직까지 게임 내 우편으로 보상이 들어오질 않고 있습니다. 계정 연동도 제대로 돼 있는데 확인해주실 수 있을까요
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/6793de8c******ba6c******e224c4cd_******.JPG"" style=""max-height: 150px;"" ></img>
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: 

2024-09-11 11:51:40 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    번거로우시더라도 해당 이벤트의 보상 지급은 계정 연동 후 최대 24시간이 소요될 수 있다는 점 참고해 주시기 바랍니다
    개척자님의 문의에 조금이나마 도움이 되었기를 바라오며 
    기타 문의 사항 있으시면 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115831567851585536,合格,,游戏问题-系统-背包/道具/商店/合成,"2024-09-11 11:21:03 [玩家] ***:
    
    問題描述: 拆錯遺器
看錯篩選方法拆錯一千多個儀器
能幫我回朔嗎
    圖片上傳(最多上傳5張圖片，10MB以下): 
    影片上傳 （最多上傳10支影片，每支影片容量不超過200MB，且僅支援mp4、webm、ogg和mov格式的檔案）: 
    聯絡方式: ***@***.***

2024-09-11 11:31:49 [客服] ***:
    親愛的開拓者，您好 
    感謝您聯絡我們 ／(^ × ^)＼
    關於您的請求，很抱歉我們這邊無法回溯已自主消耗的遊戲內物品，還請多多見諒 m(_ _;m)
    建議開拓者往後在獲取遺器時，先行將心儀/滿意的遺器先上鎖鎖定，以免錯誤分解。在欲分解遺器時，篩選正確的選項，謹慎操作，以免造成不可回溯的損失。
    造成了您的不便還請您諒解。
    感謝您對遊戲的支持！
    《崩壞：星穹鐵道》客服團隊

"
115831564630294528,不合格,"- You already have the UID. You don't need to ask for it.
- What are you going to do with the screenshot? Nothing. You can already see the amount of Stellar Jades and whether they obtained the daily rewards through the logs. Since most players usually do not see the daily reward animation and think they did not receive the reward, it is more appropriate to simply advise them to check for the in-game records.",游戏问题-系统-其他,"2024-09-11 11:20:16 [玩家] ***:
    
    Problème: Je n ai pas recu mes jades quotidienne du mercredi 11 septembre
    Informations de contact: ***@***.***

2024-09-11 21:36:14 [客服] ***:
    Bonjour cher Pionnier, 
    Merci de nous avoir contactés ! 
    Afin de mieux pouvoir analyser la situation, nous vous demandons de nous faire part des informations suivantes : 
     1. UID 
     2. Captures d'écran / vidéos
    Nous vous remercions pour votre patience et votre coopération ! (´｡• ω •｡`)
    Honkai: Star Rail CS Team

"
115831545638486016,合格,,充值问题-恶意退款-其他,"2024-09-11 11:15:33 [玩家] ***:
    
    Issue Description: Hi i wanted to report that on my account with the UID-****** has negative stellar jade since version 2.4 but i didn't do anything or buy anything that would cause me to havw negative stellar jade and now i can't get any stellar jade to spend to get any characters and i don't know what to do but i want it fixed if you can thanks the picture was recently taken
    Upload image(Upload up to 5 pictures, each less than 10 MB): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/437a2b6dac8efe******e66fc485ca4a4_******.jpg"" style=""max-height: 150px;"" ></img>
    Upload video (A maximum of 10 videos can be uploaded. The size of each video cannot exceed 200 MB. Supported formats: .mp4, .webm, .ogg, .mov): 
    Contact Email: ***@***.***

2024-09-12 14:05:12 [客服] ***:
    Greetings Trailblazer, 
    Thank you for contacting us. 
    Through our detailed verification, we confirm that this UID has successfully made unauthorized refunds of completed purchases. Hence, our developer's team has deducted the according Stellar Jades. Further details regarding the detected refunds can be consulted via the link in the ingame mail titled 'Notice of Refund Behavior and Stellar Jades Deduction'.
    If you have any questions regarding the refunded purchases, please kindly check your respective payment channel transaction history or contact the platform's customer service for further information. 
    Meanwhile, we kindly advise you NOT to be involved in any misbehaviours, including but NOT LIMITED to: account trading, account sharing and Top-Up via UNAUTHORIZED or UNOFFICIAL payment channels. Against such mishaviors, we reserve the right to take actions including but NOT LIMITED to deduct unauthorized gains, block your game account and ban your game account permanently. 
    Here we would to have your full attention to understand that Top-Ups via UNAUTHORIZED or UNOFFICIAL payment channels are highly risky. The reason is that such Top-Ups involve the conduct of illegal bank cards, unauthorized credit card payments and illegal gift cards. As a result, you might suffer from risks such as leak of your personal sensitive data, account theft, unauthorized credit card payments and undelivered Top-Ups. 
    Thank you for your support and understanding!
    Honkai: Star Rail CS Team

"
115831452961210368,合格,,游戏问题-战斗及角色/怪物表现-战斗内,"2024-09-11 10:52:31 [玩家] ***:
    
    問題詳細: ふーれいとの戦闘時らせつの天武が発動しなかったです
    画像アップロード（最大アップロード数は5枚、10MB以下）: 
    動画アップロード （最大アップロード数は10本、各動画のサイズは200MB以下、.mp4、 .webm、 .ogg、.movのみサポート）: 
    Email: ***@***.***

2024-09-11 14:39:38 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせいただいた件につきまして、確認をいたしますため、
    下記項目をお書き添えの上、再度ご連絡いただけますでしょうか。
    ・問題の発生日時
    ※可能な限り詳細な時間をご記載ください。
    ・クエスト名
    ・事象発生時の動画
    ・お使いの機種およびOSのバージョン（記入例：iPhone11 13.4等）
    上記の点につきまして円滑な確認を行うため、すでにご連絡いただいている点につきましても、
    再度ご記入をいただいた上でご返信くださいますでしょうか。
    大変お手数とは存じますが、よろしくお願いいたします。
    ※詳細な情報が確認できない場合、こちらでも確認を行えない場合がございます。
    そのため、ご返信いただく際は、出来る限り詳細な情報を記載くださいますようお願いいたします。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

"
115831365451186176,合格,未クローズ,游戏问题-系统-养成功能,"2024-09-11 10:30:47 [玩家] ***:
    
    問題詳細: 三月なのかの星魂を6まで上げたが軌跡の上限が解放されない（12までは解放されていたが今回で15になる筈がならない）
    画像アップロード（最大アップロード数は5枚、10MB以下）: 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/******ed******a873b544a360a0c92_******.png"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/f93d6a96ecc09cfff0f2e******eb97d_******.png"" style=""max-height: 150px;"" ></img>
    動画アップロード （最大アップロード数は10本、各動画のサイズは200MB以下、.mp4、 .webm、 .ogg、.movのみサポート）: 
    Email: ***@***.***

2024-09-11 14:30:27 [客服] ***:
    親愛なる開拓者様
    この度は「崩壊：スターレイル」へのお問い合わせ、誠にありがとうございます。
    お問い合わせの件に関しまして、ご報告いただき誠にありがとうございます。
    ご申告事象の確認の結果、再現性を確認し、問題がございました際には修正を進めてまいりたく存じます。
    なお、仕様によるものの場合、現状のままとなりますことご了承いただきますようお願いいたします。
    また攻略情報に繋がることがございますため、仕様面についてはご質問にお答えいたしかねてしまうケースもございますこと、
    何卒ご了承いただけますと幸いです。
    この度は、ご連絡をいただきましたこと心よりお礼申し上げます。
    開拓者様がより楽しめるゲームとなるよう努めてまいる所存です。
    引き続き「崩壊：スターレイル」をご愛顧いただきますよう
    よろしくお願いいたします。
    Regards,
    カスタマーサポート担当
    ※本メールの内容の無断掲載、無断複製、転送は禁止させていただいております。ご注意ください。

"
115831104800423936,合格,,充值问题-退款申请-KR:七天无理由/未成年,"2024-09-11 09:26:03 [玩家] ***:
    
    문제 피드백: 청약철회를 신청하려면 어떻게 하면 되나요?
잘못 결제한게 있어 환불하려 합니다.

양식 안내해 주시면 감사하겠습니다.
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: ***@***.***

2024-09-11 10:07:57 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님의 소중한 문의 내용은 잘 살펴보았습니다
    번거로우시더라도 먼저 개척자님의 환불 희망 아이템이 아래 명시된
    [환불 불가] 사항에 해당하는지 확인 부탁드립니다
    ■ 환불 불가 경우
    1) 월정액 / 무명의 공훈 상품
    2) 이미 사용한 상품
    3) 구매 후 7일 지난 상품
    4) 특수 이벤트 패키지 / 코스튬
    위 네가지 사항에 해당이 없으며 환불 진행을 희망하실 경우
    아래 내용을 모두 기재하여 다시 한번 전달 부탁드립니다
    *초회 보너스가 포함된 상품의 환불을 진행할 경우 초회 보너스 혜택은 다시 적용될 수 없습니다
    *환불 금액의 재입금은 은행/카드사에 따라 최대 14일 정도 소요될 수 있습니다
    1) UID :
    2) 결제 마켓 (Google play/App store/Xsolla/Worldpay/Codashop 등）:
    3) 인 게임 [오래된 꿈] 수량이 나타난 스크린 샷 :
    4) 결제 영수증 (직접 기재)
    결제 번호/주문 번호 :
    구매 일자 :
    상품명 :
    5) 결제 마켓 영수증 스크린 샷: (결제 번호/구매 일자/상품명 포함)
    *환불 신청이 접수된 후 아이템의 사용 기록이 확인될 경우 환불로 도움을 드릴 수 없습니다 
    개척자님의 문의에 즉각적인 도움을 드리지 못한 점 사과드리오며
    소중한 답변을 기다리겠습니다
    감사합니다
    붕괴: 스타레일 고객센터 드림

2024-09-11 10:38:53 [玩家] ***:
    1. UID: ******
    2. 결제 마켓: App store
    3. 인게임 [오래된 꿈] 수량 스크린샷: 첨부
    4. 결제 영수증
    결제건1
    결제 번호/주문번호: MT8X71W2TM / 9zzkzt7vlskyi6f0nnyx1n9i
    구매 일자: 2024-09-11
    상품명: 오래된 꿈 6,480개
    결제건2
    결제 번호/주문번호: MT8X71ZZ0H / 9zzkztkana2jmnph8e09d9hb
    구매 일자: 2024-09-11
    상품명: 오래된 꿈 3,280개
    결제건 2건 내용 보충합니다.
    성옥 6,480개 상품하고 성옥 3,280개 상품 환불 요청드려요
    <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/763ea5cbaea4a31baac349cf59ae0d0d_******.PNG"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/3db******cd6f15cdac39afa0bf0cd3b_******.PNG"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/******e04dac2f52d57a84a******bf_******.PNG"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/a8f27bb******c8ea9553a******_******.PNG"" style=""max-height: 150px;"" ></img> 

2024-09-12 17:32:40 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님의 소중한 문의 내용은 잘 살펴보았습니다
    개척자님께서 문의하신 내용을 토대로 확인 결과 환불 조건에 부합하여 환불이 가능하시다는 점 안내드립니다
    번거로우시더라도 결제를 진행하신 은행/카드사 또는 결제 플랫폼의 고객센터를 통해 도움 받으시기 부탁드리오며 신청한 환불이 승인/완료 될 경우 추후 인 게임 우편을 통해 환불 관련 [안내메일] 과 함께 환불 금액과 상응하는 재화의 회수가 진행될 예정입니다
    또한 정상적인 절차로 환불이 진행될 경우 계정 정지 등의 조치가 취해지지 않으므로 정상적으로 게임을 진행하셔도 된다는 점 안내드립니다
    * 회수 과정 중 재화 사용 기록이 조회 될 경우 도움을 드릴 수 없다는 점 참고해 주시기 바랍니다
    개척자님의 문의에 즉각적인 도움을 드리지 못한 점 사과드리오며 기타 문의 사항 있으시면 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115830911191285760,合格,,充值问题-退款申请-KR:七天无理由/未成年,"2024-09-11 08:37:58 [玩家] ***:
    
    문제 피드백: 환불받고 싶어요 부탁드립니다
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/******e627ec9fa285a4c03d3b2638e89_******.jpg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/******c652dbf9d0395d******dfc70fef_******.jpg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/cd******c965d185dfdff12fe7bc5fa32_******.jpg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/072eff5e******fc******bcc561a572_******.jpg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/******c******d7e1b8683f******_******.jpg"" style=""max-height: 150px;"" ></img>
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: 

2024-09-11 10:02:54 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    정말 안타깝지만 환불 불가 조건에 해당되어 개척자님께 도움을 드리기 어려운 점 양해 부탁드리겠습니다
    아래와 같이 환불 불가 경우 안내하여 드리니 참조 부탁드립니다
    ■ 환불 불가 조건
    1）월정액 / 무명공훈 상품
    2）이미 사용한 상품
    3）구매 후 7일 초과한 상품
    4）특수 이벤트 패키지
    개척자님께 원하시는 도움을 드리지 못한 점 사과드리오며
    기타 문의 사항 혹은 건의 사항이 있으신 경우 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
115830703556460544,合格,- Not following standard format (no line break after the greetings).,充值问题-恶意退款-其他,"2024-09-11 07:46:24 [玩家] ***:
    
    문제 피드백: 2024년 9월 10일 결제한 항목을 취소하고자합니다.
구매는 갤럭시스토어로 하였고 스토어에 또한 문의를 넣어놓은 상태이며 이곳에도 문의를 넣어봅니다. 현재 남은 유료재화와 결재내역을 보내드립니다. 밑의 980성옥결재를 환불받고싶습니다
    이미지 업로드 (최대 5장의 이미지 업로드 가능, 10MB 이하): 
        <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/e4cfebbca44ceda4f******bd30cf5da_******.jpg"" style=""max-height: 150px;"" ></img> <img src=""https://operation-private.inc-static.hoyoverse.com/csc-user/2024/09/11/0/0c5bc6c93dcde8e32c3b86bcf387c91b_******.jpg"" style=""max-height: 150px;"" ></img>
    동영상 업로드 (동영상은 최대 10개 업로드 가능하며 각 동영상의 크기는 200MB를 초과할 수 없습니다. 지원하는 영상 형식: mp4, .webm, .ogg, .mov): 
    연락처: ***@***.***

2024-09-11 10:01:22 [客服] ***:
    안녕하세요 개척자님
    붕괴: 스타레일 고객센터에 연락 주셔서 감사합니다
    개척자님의 소중한 문의 내용은 잘 살펴보았습니다
    개척자님께서 <붕괴: 스타레일> 고객센터를 통해 환불하지 않고 결제 플랫폼을 통하여 직접 환불을 진행할 경우 시스템에서 비정상적인 환불 조작으로 간주하여 경고 또는 계정 정지 조치가 취해지고 있다는 점 참고 부탁드리며 환불로 인한 회수 재화는 실제 획득하신 재화의 수량을 기준으로 회수가 진행된다는 점 안내드립니다
    개척자님께서 신청한 환불이 승인/완료 될 경우 인 게임 우편을 통해 환불 관련 [안내메일] 과 함께 환불 금액과 상응하는 재화의 회수가 진행될 예정입니다
    * 보다 자세한 사항은 [우편-안내메일]의 내용을 참조해 주시기 바랍니다
    * 초회 보너스가 포함된 상품의 환불을 진행할 경우 초회 보너스 혜택은 다시 적용될 수 없습니다
    개척자님의 문의에 조금이나마 도움이 되었기를 바라오며 기타 문의 사항 있으시면 언제든지 고객센터를 찾아주세요
    감사합니다
    붕괴: 스타레일 고객센터 드림

"
